complaint_id,complaint_text,title,category,subcategory,department,priority,severity,location_type,affected_citizens,duration_days,emergency_flag,is_crime,resolution_days,latitude,longitude,ward,address
CMP-11358,Blocked emergency fire exit staircase in commercial building on Market Bypass.,Blocked Fire Exit Staircase,Fire & Emergency Services,Residential Structure Fire,Fire & Emergency Services,MEDIUM,Medium,Slum Area,17,20,0,0,1.0,22.93656,88.43038,Ward 11,"Children's Park, Market Bypass, Ward 11"
CMP-11359,Dense toxic chemical smoke billowing from industrial workshop godown near Kalyani Stadium.,Hazardous Workshop Chemical Smoke,Fire & Emergency Services,Chemical Smoke Incident,Fire & Emergency Services,HIGH,High,Slum Area,561,12,0,0,0.6,22.97783,88.42492,Ward 5,"Kalyani Stadium, Temple Road, Ward 5"
CMP-11360,"ভয়াবহ আগুন! Hospital Road-এ বহুতল ভবনে আগুন লেগেছে এবং মানুষ ভেতরে আটকে আছে, দ্রুত দমকল পাঠান!",বহুতলে ভয়াবহ আগুন,Fire & Emergency Services,Residential Structure Fire,Fire & Emergency Services,CRITICAL,Critical,Hospital,1236,3,1,0,0.5,22.96529,88.42636,Ward 17,"General Hospital Gate #2, Hospital Road, Ward 17"
CMP-11361,Minor drip from public water standpost tap on School Lane. Needs washer replacement.,Dripping Public Standpost Tap,Water Supply,Pipeline Burst / Leakage,Water Supply,LOW,Low,Slum Area,41,4,0,0,5.0,22.95755,88.47597,Ward 10,"Town Hall Complex, School Lane, Ward 10"
CMP-11362,सुबह के समय पानी का दबाव बहुत कम रहता है जिससे परेशानी हो रही है।,पानी का कम दबाव,Water Supply,Low Pressure / No Supply,Water Supply,MEDIUM,Medium,School,54,9,0,0,2.7,23.00778,88.42839,Ward 2,"Community Health Center, Gandhi Marg, Ward 2"
CMP-11363,"Major underground water transmission main burst on Barrackpore Trunk Road, flooding entire roadway and wasting millions of liters.",Massive Main Water Pipeline Burst,Water Supply,Pipeline Burst / Leakage,Water Supply,HIGH,High,Industrial,356,12,0,0,2.2,22.977,88.46249,Ward 1,"Children's Park, Barrackpore Trunk Road, Ward 1"
CMP-11364,दूषित पानी पीने से पूरे इलाके में महामारी फैल गई है और बच्चे अस्पताल में भर्ती हैं!,पेयजल से महामारी का संकट,Water Supply,Contaminated / Muddy Water,Water Supply,CRITICAL,Critical,Highway,1398,4,1,0,1.0,22.94753,88.46951,Ward 13,"Water Tank #4, Old Court Road, Ward 13"
CMP-11365,Public Health & Sanitation के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Public Health & Sanitation,Public Toilet & Urinal Hygiene,Public Health & Sanitation,LOW,Low,Public Park,19,4,0,0,5.5,22.98054,88.46487,Ward 13,"Sub-Divisional Court, Netaji Subhash Avenue, Ward 13"
CMP-11366,Noticeable delay and recurring problem regarding Mosquito Breeding & Dengue Risk affecting residents on Hospital Road.,Recurring Mosquito Breeding & Dengue Risk Problem,Public Health & Sanitation,Mosquito Breeding & Dengue Risk,Public Health & Sanitation,MEDIUM,Medium,Hospital,163,4,0,0,3.3,22.98989,88.41925,Ward 15,"Community Health Center, Hospital Road, Ward 15"
CMP-11367,Serious civic breakdown and public risk caused by Public Toilet & Urinal Hygiene near Clock Tower Crossing.,Substantial Risk: Public Toilet & Urinal Hygiene,Public Health & Sanitation,Public Toilet & Urinal Hygiene,Public Health & Sanitation,HIGH,High,Slum Area,502,13,0,0,2.2,22.97681,88.39649,Ward 10,"Clock Tower Crossing, Shanti Nagar Main Road, Ward 10"
CMP-11368,Life-threatening emergency collapse regarding Public Toilet & Urinal Hygiene near Public Library; immediate disaster intervention required!,Life Threatening Public Toilet & Urinal Hygiene,Public Health & Sanitation,Public Toilet & Urinal Hygiene,Public Health & Sanitation,CRITICAL,Critical,Highway,410,1,1,0,1.1,23.00878,88.45615,Ward 19,"Public Library, Lake View Road, Ward 19"
CMP-11369,Routine query and minor maintenance request regarding Flood Inundation on Hospital Road.,Routine Flood Inundation,Disaster Management,Flood Inundation,Disaster Management,LOW,Low,Residential,28,3,0,0,5.5,22.98108,88.42664,Ward 4,"Children's Park, Hospital Road, Ward 4"
CMP-11370,Disaster Management-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Disaster Management,Flood Inundation,Disaster Management,MEDIUM,Medium,Public Park,28,6,0,0,3.8,22.96999,88.4398,Ward 11,"Post Office Square, Barrackpore Trunk Road, Ward 11"
CMP-11371,"गंभीर जनहानि और स्वास्थ्य जोखिम की संभावना, Disaster Management तुरंत संज्ञान ले।",गंभीर समस्या,Disaster Management,Cyclone Damage,Disaster Management,HIGH,High,Commercial,300,2,0,0,2.5,22.95557,88.47297,Ward 8,"Children's Park, Hospital Road, Ward 8"
CMP-11372,आपातकालीन जानलेवा संकट! Disaster Management पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Disaster Management,Cyclone Damage,Disaster Management,CRITICAL,Critical,Market,1418,2,1,0,0.9,23.01574,88.42468,Ward 3,"Sub-Divisional Court, Barrackpore Trunk Road, Ward 3"
CMP-11373,Environment & Pollution के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Environment & Pollution,Chemical Effluent Discharge,Environment & Pollution,LOW,Low,Highway,41,8,0,0,5.5,22.92775,88.42263,Ward 1,"Bus Terminus, Bazaar Street, Ward 1"
CMP-11374,Noticeable delay and recurring problem regarding Industrial Air Smoke affecting residents on Market Bypass.,Recurring Industrial Air Smoke Problem,Environment & Pollution,Industrial Air Smoke,Environment & Pollution,MEDIUM,Medium,Public Park,46,18,0,0,3.3,22.95981,88.43057,Ward 8,"Municipal Market, Market Bypass, Ward 8"
CMP-11375,Severe disruption and substantial public impact due to major failure in Industrial Air Smoke on Shanti Nagar Main Road.,Major Disruption in Industrial Air Smoke,Environment & Pollution,Industrial Air Smoke,Environment & Pollution,HIGH,High,Commercial,330,13,0,0,2.4,22.98019,88.44169,Ward 19,"Town Hall Complex, Shanti Nagar Main Road, Ward 19"
CMP-11376,Life-threatening emergency collapse regarding Chemical Effluent Discharge near Town Hall Complex; immediate disaster intervention required!,Life Threatening Chemical Effluent Discharge,Environment & Pollution,Chemical Effluent Discharge,Environment & Pollution,CRITICAL,Critical,Hospital,1330,4,1,0,1.0,22.95298,88.47897,Ward 19,"Town Hall Complex, Bazaar Street, Ward 19"
CMP-11377,General inspection request for Park Lighting Outage near Community Health Center.,Inspection of Park Lighting Outage,Parks & Public Spaces,Park Lighting Outage,Parks & Public Spaces,LOW,Low,Industrial,5,9,0,0,5.4,23.01641,88.42792,Ward 13,"Community Health Center, Market Bypass, Ward 13"
CMP-11378,Noticeable delay and recurring problem regarding Damaged Swings & Playground affecting residents on Bazaar Street.,Recurring Damaged Swings & Playground Problem,Parks & Public Spaces,Damaged Swings & Playground,Parks & Public Spaces,MEDIUM,Medium,Public Park,31,19,0,0,3.5,23.00176,88.4658,Ward 4,"Town Hall Complex, Bazaar Street, Ward 4"
CMP-11379,Serious civic breakdown and public risk caused by Park Lighting Outage near Post Office Square.,Substantial Risk: Park Lighting Outage,Parks & Public Spaces,Park Lighting Outage,Parks & Public Spaces,HIGH,High,Industrial,663,13,0,0,2.2,22.96529,88.4326,Ward 1,"Post Office Square, Market Bypass, Ward 1"
CMP-11380,आपातकालीन जानलेवा संकट! Parks & Public Spaces पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Parks & Public Spaces,Park Lighting Outage,Parks & Public Spaces,CRITICAL,Critical,School,90,2,1,0,1.3,22.99728,88.43411,Ward 6,"Government Girls High School, Old Court Road, Ward 6"
CMP-11381,Routine query and minor maintenance request regarding Unauthorized Construction on Rabindra Path.,Routine Unauthorized Construction,Building & Municipal Engineering,Unauthorized Construction,Building & Municipal Engineering,LOW,Low,Commercial,49,1,0,0,5.6,23.01596,88.44353,Ward 4,"Bus Terminus, Rabindra Path, Ward 4"
CMP-11382,Building & Municipal Engineering-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Building & Municipal Engineering,Unauthorized Construction,Building & Municipal Engineering,MEDIUM,Medium,School,123,3,0,0,3.6,22.93703,88.36823,Ward 10,"Post Office Square, Railway Colony Road, Ward 10"
CMP-11383,Severe disruption and substantial public impact due to major failure in Unauthorized Construction on Kabi Nazrul Sarani.,Major Disruption in Unauthorized Construction,Building & Municipal Engineering,Unauthorized Construction,Building & Municipal Engineering,HIGH,High,Slum Area,724,10,0,0,2.3,22.97263,88.42113,Ward 5,"Sub-Divisional Court, Kabi Nazrul Sarani, Ward 5"
CMP-11384,आपातकालीन जानलेवा संकट! Building & Municipal Engineering पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Building & Municipal Engineering,Dangerous Dilapidated Building,Building & Municipal Engineering,CRITICAL,Critical,Commercial,1251,2,1,0,1.3,22.97349,88.46219,Ward 2,"Industrial Park Gate #1, Old Court Road, Ward 2"
CMP-11385,General inspection request for Mutation Record Discrepancy near Public Library.,Inspection of Mutation Record Discrepancy,Land & Land Records,Mutation Record Discrepancy,Land & Land Records,LOW,Low,School,10,5,0,0,5.5,22.95633,88.45875,Ward 5,"Public Library, Gandhi Marg, Ward 5"
CMP-11386,Continuous citizen inconvenience caused by malfunctioning Mutation Record Discrepancy near Industrial Park Gate #1.,Inconvenience with Mutation Record Discrepancy,Land & Land Records,Mutation Record Discrepancy,Land & Land Records,MEDIUM,Medium,Market,86,7,0,0,3.5,22.98816,88.42206,Ward 3,"Industrial Park Gate #1, Shanti Nagar Main Road, Ward 3"
CMP-11387,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Land & Land Records-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Land & Land Records,Encroachment on Govt Land,Land & Land Records,HIGH,High,Market,715,4,0,0,2.1,22.9771,88.43432,Ward 15,"Children's Park, School Lane, Ward 15"
CMP-11388,Emergency catastrophic disaster in Land & Land Records on School Lane; human lives in immediate extreme peril!,Emergency Crisis in Land & Land Records,Land & Land Records,Encroachment on Govt Land,Land & Land Records,CRITICAL,Critical,Public Park,1432,2,1,0,1.3,22.96828,88.38809,Ward 7,"Water Tank #4, School Lane, Ward 7"
CMP-11389,Routine query and minor maintenance request regarding Housing Scheme Disbursement on School Lane.,Routine Housing Scheme Disbursement,Housing & Urban Development,Housing Scheme Disbursement,Housing & Urban Development,LOW,Low,Public Park,46,6,0,0,5.4,22.99485,88.42657,Ward 20,"Public Library, School Lane, Ward 20"
CMP-11390,Continuous citizen inconvenience caused by malfunctioning Slum Civic Infrastructure near Clock Tower Crossing.,Inconvenience with Slum Civic Infrastructure,Housing & Urban Development,Slum Civic Infrastructure,Housing & Urban Development,MEDIUM,Medium,Market,95,16,0,0,3.5,22.99966,88.4162,Ward 1,"Clock Tower Crossing, Ring Road, Ward 1"
CMP-11391,Serious civic breakdown and public risk caused by Slum Civic Infrastructure near Bus Terminus.,Substantial Risk: Slum Civic Infrastructure,Housing & Urban Development,Slum Civic Infrastructure,Housing & Urban Development,HIGH,High,Commercial,177,10,0,0,1.9,22.97098,88.4219,Ward 18,"Bus Terminus, Netaji Subhash Avenue, Ward 18"
CMP-11392,आपातकालीन जानलेवा संकट! Housing & Urban Development पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Housing & Urban Development,Slum Civic Infrastructure,Housing & Urban Development,CRITICAL,Critical,Highway,1321,1,1,0,1.1,22.97062,88.44629,Ward 11,"Community Health Center, Netaji Subhash Avenue, Ward 11"
CMP-11393,Public Transport সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Public Transport,Bus Route Absence,Public Transport,LOW,Low,Commercial,18,1,0,0,5.5,22.98267,88.47934,Ward 13,"Kalyani Stadium, Hospital Road, Ward 13"
CMP-11394,Continuous citizen inconvenience caused by malfunctioning Passenger Overcharging near Government Girls High School.,Inconvenience with Passenger Overcharging,Public Transport,Passenger Overcharging,Public Transport,MEDIUM,Medium,Public Park,46,8,0,0,3.4,22.98196,88.42127,Ward 10,"Government Girls High School, Bazaar Street, Ward 10"
CMP-11395,"गंभीर जनहानि और स्वास्थ्य जोखिम की संभावना, Public Transport तुरंत संज्ञान ले।",गंभीर समस्या,Public Transport,Passenger Overcharging,Public Transport,HIGH,High,Hospital,767,11,0,0,2.1,22.96038,88.42203,Ward 18,"Industrial Park Gate #1, Market Bypass, Ward 18"
CMP-11396,"চরম বিপর্যয় ও প্রাণনাশের আশঙ্কা Public Transport-এর ঘটনায়, অবিলম্বে সাহায্য পাঠান!",চরম জরুরি অবস্থা,Public Transport,Bus Route Absence,Public Transport,CRITICAL,Critical,Highway,108,2,1,0,1.3,23.03373,88.4161,Ward 13,"Government Girls High School, Green Park Avenue, Ward 13"
